date,team,opponent,result
12-04,Michigan+St.,Detroit,"W, 83-76 "
12-06,Michigan+St.,Western Michigan,"W, 79-61 "
12-13,Michigan+St.,Oakland,"W, 109-91 "
12-20,Michigan+St.,Northwestern,"L, 79-65 "
12-25,Michigan+St.,Wisconsin,"L, 85-76 "
12-28,Michigan+St.,Minnesota,"L, 81-56 "
1-02,Michigan+St.,Nebraska,"W, 84-77 "
1-05,Michigan+St.,Rutgers,"W, 68-45 "
1-08,Michigan+St.,Purdue,"L, 55-54 "
1-28,Michigan+St.,Rutgers,"L, 67-37 "
1-31,Michigan+St.,Ohio St.,"L, 79-62 "
2-02,Michigan+St.,Iowa,"L, 84-78 "
2-06,Michigan+St.,Nebraska,"W, 66-56 "
2-09,Michigan+St.,Penn St.,"W, 60-58 "
2-13,Michigan+St.,Iowa,"L, 88-58 "
2-16,Michigan+St.,Purdue,"L, 75-65 "
2-20,Michigan+St.,Indiana,"W, 78-71 "
2-23,Michigan+St.,Illinois,"W, 81-72 "
2-25,Michigan+St.,Ohio St.,"W, 71-67 "
2-28,Michigan+St.,Maryland,"L, 73-55 "
3-02,Michigan+St.,Indiana,"W, 64-58 "
3-04,Michigan+St.,Michigan,"L, 69-50 "
3-07,Michigan+St.,Michigan,"W, 70-64 "
3-11,Michigan+St.,Maryland,"L, 68-57 "
3-18,Michigan+St.,UCLA,"L, 86-80 OT"
12-03,Oklahoma,UTSA,"W, 105-66 "
12-06,Oklahoma,TCU,"W, 82-78 "
12-09,Oklahoma,Xavier,"L, 99-77 "
12-12,Oklahoma,Florida A&M,"W, 85-54 "
12-16,Oklahoma,Oral Roberts,"W, 79-65 "
12-19,Oklahoma,Houston Baptist,"W, 84-65 "
12-22,Oklahoma,Texas Tech,"L, 69-67 "
1-02,Oklahoma,West Virginia,"W, 75-71 "
1-06,Oklahoma,Baylor,"L, 76-61 "
1-09,Oklahoma,Kansas,"L, 63-59 "
1-12,Oklahoma,TCU,"W, 82-46 "
1-19,Oklahoma,Kansas St.,"W, 76-50 "
1-23,Oklahoma,Kansas,"W, 75-68 "
1-26,Oklahoma,Texas,"W, 80-79 "
1-30,Oklahoma,Alabama,"W, 66-61 "
2-01,Oklahoma,Texas Tech,"L, 57-52 "
2-06,Oklahoma,Iowa St.,"W, 79-72 "
2-13,Oklahoma,West Virginia,"W, 91-90 2OT"
2-20,Oklahoma,Iowa St.,"W, 66-56 "
2-23,Oklahoma,Kansas St.,"L, 62-57 "
2-27,Oklahoma,Oklahoma St.,"L, 94-90 OT"
3-01,Oklahoma,Oklahoma St.,"L, 79-75 "
3-04,Oklahoma,Texas,"L, 69-65 "
3-10,Oklahoma,Iowa St.,"W, 79-73 "
3-11,Oklahoma,Kansas,"L, 69-62 "
3-20,Oklahoma,Missouri,"W, 72-68 "
3-22,Oklahoma,Gonzaga,"L, 87-71 "
12-05,Loyola+Chicago,Lewis,"W, 76-48 "
12-09,Loyola+Chicago,Chicago St.,"W, 88-51 "
12-13,Loyola+Chicago,Illinois Chicago,"W, 77-66 "
12-15,Loyola+Chicago,Wisconsin,"L, 77-63 "
12-18,Loyola+Chicago,Richmond,"L, 75-73 "
12-22,Loyola+Chicago,St. Francis (IL),"W, 92-55 "
12-27,Loyola+Chicago,Illinois St.,"W, 90-60 "
12-28,Loyola+Chicago,Illinois St.,"W, 86-55 "
1-02,Loyola+Chicago,North Texas,"W, 57-49 "
1-10,Loyola+Chicago,Indiana St.,"L, 76-71 "
1-11,Loyola+Chicago,Indiana St.,"W, 58-48 "
1-16,Loyola+Chicago,Northern Iowa,"W, 72-57 "
1-17,Loyola+Chicago,Northern Iowa,"W, 88-46 "
1-20,Loyola+Chicago,Valparaiso,"W, 75-39 "
1-24,Loyola+Chicago,Bradley,"W, 69-56 "
1-25,Loyola+Chicago,Bradley,"W, 65-58 "
1-31,Loyola+Chicago,Missouri St.,"W, 72-46 "
2-01,Loyola+Chicago,Missouri St.,"W, 70-50 "
2-06,Loyola+Chicago,Evansville,"W, 68-55 "
2-07,Loyola+Chicago,Evansville,"W, 69-58 "
2-13,Loyola+Chicago,Drake,"W, 81-54 "
2-14,Loyola+Chicago,Drake,"L, 51-50 OT"
2-17,Loyola+Chicago,Valparaiso,"W, 54-52 "
2-26,Loyola+Chicago,Southern Illinois,"W, 60-52 "
2-27,Loyola+Chicago,Southern Illinois,"W, 65-58 OT"
3-05,Loyola+Chicago,Southern Illinois,"W, 73-49 "
3-06,Loyola+Chicago,Indiana St.,"W, 65-49 "
3-07,Loyola+Chicago,Drake,"W, 75-65 "
3-19,Loyola+Chicago,Georgia Tech,"W, 71-60 "
3-21,Loyola+Chicago,Illinois,"W, 71-58 "
3-27,Loyola+Chicago,Oregon St.,"L, 65-58 "
11-28,South+Carolina,Liberty,"L, 78-62 "
11-29,South+Carolina,Tulsa,"W, 69-58 "
12-05,South+Carolina,Houston,"L, 77-67 "
1-02,South+Carolina,Florida A&M,"W, 78-71 "
1-06,South+Carolina,Texas A&M,"W, 78-54 "
1-16,South+Carolina,LSU,"L, 85-80 "
1-19,South+Carolina,Missouri,"L, 81-70 "
1-23,South+Carolina,Auburn,"L, 109-86 "
1-27,South+Carolina,Georgia,"W, 83-59 "
1-30,South+Carolina,Vanderbilt,"L, 93-81 "
2-03,South+Carolina,Florida,"W, 72-66 "
2-06,South+Carolina,Mississippi St.,"L, 75-59 "
2-09,South+Carolina,Alabama,"L, 81-78 "
2-13,South+Carolina,Mississippi,"L, 81-74 "
2-17,South+Carolina,Tennessee,"L, 93-73 "
2-20,South+Carolina,Missouri,"L, 93-78 "
2-24,South+Carolina,Mississippi St.,"L, 69-48 "
2-27,South+Carolina,Georgia,"W, 91-70 "
3-02,South+Carolina,Arkansas,"L, 101-73 "
3-06,South+Carolina,Kentucky,"L, 92-64 "
3-11,South+Carolina,Mississippi,"L, 76-59 "
11-26,Auburn,Saint Joseph's,"W, 96-91 OT"
11-27,Auburn,Gonzaga,"L, 90-67 "
11-30,Auburn,UCF,"L, 63-55 "
12-04,Auburn,South Alabama,"W, 90-81 "
12-12,Auburn,Memphis,"W, 74-71 "
12-15,Auburn,Texas Southern,"W, 80-63 "
12-19,Auburn,Troy,"W, 77-41 "
12-22,Auburn,Appalachian St.,"W, 67-53 "
12-30,Auburn,Arkansas,"L, 97-85 "
1-02,Auburn,Texas A&M,"L, 68-66 "
1-06,Auburn,Mississippi,"L, 72-61 "
1-09,Auburn,Alabama,"L, 94-90 "
1-13,Auburn,Georgia,"W, 95-77 "
1-16,Auburn,Kentucky,"W, 66-59 "
1-20,Auburn,Arkansas,"L, 75-73 "
1-23,Auburn,South Carolina,"W, 109-86 "
1-26,Auburn,Missouri,"W, 88-82 "
1-30,Auburn,Baylor,"L, 84-72 "
2-02,Auburn,Georgia,"L, 91-86 "
2-06,Auburn,Mississippi,"L, 86-84 OT"
2-09,Auburn,Vanderbilt,"W, 73-67 "
2-13,Auburn,Kentucky,"L, 82-80 "
2-20,Auburn,LSU,"L, 104-80 "
2-23,Auburn,Florida,"L, 74-57 "
2-27,Auburn,Tennessee,"W, 77-72 "
3-02,Auburn,Alabama,"L, 70-58 "
3-06,Auburn,Mississippi St.,"W, 78-71 "
11-30,Duquesne,Little Rock,"L, 76-66 "
12-02,Duquesne,UNC Greensboro,"W, 81-68 "
1-02,Duquesne,George Washington,"W, 75-63 "
1-03,Duquesne,George Washington,"L, 75-73 "
1-05,Duquesne,Davidson,"L, 61-48 "
1-09,Duquesne,Fordham,"W, 48-45 "
1-13,Duquesne,Dayton,"L, 72-63 "
1-15,Duquesne,St. Bonaventure,"L, 62-48 "
1-20,Duquesne,Rhode Island,"W, 71-69 "
1-23,Duquesne,St. Bonaventure,"L, 65-61 "
1-27,Duquesne,Fordham,"W, 86-62 "
1-30,Duquesne,Saint Joseph's,"W, 67-50 "
2-02,Duquesne,Dayton,"W, 69-64 "
2-20,Duquesne,Richmond,"L, 79-72 "
2-24,Duquesne,La Salle,"L, 85-65 "
2-27,Duquesne,Rhode Island,"W, 86-75 "
3-04,Duquesne,Richmond,"W, 67-62 "
3-05,Duquesne,St. Bonaventure,"L, 75-59 "
12-30,Fordham,George Washington,"L, 71-47 "
1-02,Fordham,La Salle,"L, 89-52 "
1-05,Fordham,Dayton,"W, 55-54 "
1-09,Fordham,Duquesne,"L, 48-45 "
1-13,Fordham,St. Bonaventure,"L, 68-54 "
1-17,Fordham,Massachusetts,"L, 65-46 "
1-20,Fordham,Davidson,"L, 73-58 "
1-24,Fordham,Rhode Island,"L, 52-42 "
1-27,Fordham,Duquesne,"L, 86-62 "
2-03,Fordham,Massachusetts,"L, 60-54 "
2-06,Fordham,La Salle,"W, 76-68 "
2-10,Fordham,George Mason,"L, 77-45 "
2-13,Fordham,Saint Louis,"L, 68-40 "
3-03,Fordham,George Washington,"L, 53-49 "
11-26,George+Mason,Queens (NC),"W, 66-65 "
11-27,George+Mason,Belmont,"L, 77-67 "
11-28,George+Mason,Howard,"W, 84-70 "
12-21,George+Mason,VMI,"W, 68-66 "
12-23,George+Mason,Towson,"W, 70-65 "
12-26,George+Mason,Norfolk St.,"L, 68-65 "
12-30,George+Mason,Massachusetts,"W, 93-92 2OT"
1-02,George+Mason,Dayton,"L, 74-65 "
1-06,George+Mason,VCU,"L, 66-61 "
1-09,George+Mason,Richmond,"L, 77-57 "
1-13,George+Mason,La Salle,"W, 75-42 "
1-16,George+Mason,Rhode Island,"L, 80-60 "
1-20,George+Mason,Saint Joseph's,"W, 87-85 2OT"
1-23,George+Mason,Saint Joseph's,"W, 71-62 "
1-30,George+Mason,St. Bonaventure,"L, 84-67 "
2-05,George+Mason,Dayton,"L, 74-65 "
2-10,George+Mason,Fordham,"W, 77-45 "
2-20,George+Mason,VCU,"W, 79-76 OT"
2-24,George+Mason,George Washington,"W, 63-58 "
2-27,George+Mason,La Salle,"W, 89-54 "
3-04,George+Mason,George Washington,"W, 73-59 "
3-05,George+Mason,Davidson,"L, 99-67 "
11-25,George+Washington,Navy,"L, 78-71 "
12-01,George+Washington,Hampton,"L, 82-78 "
12-05,George+Washington,Coppin St.,"W, 85-69 "
12-07,George+Washington,UMBC,"L, 92-81 "
12-11,George+Washington,Delaware,"L, 68-65 "
12-14,George+Washington,William & Mary,"L, 85-84 OT"
12-22,George+Washington,Charlotte,"L, 66-65 "
12-30,George+Washington,Fordham,"W, 71-47 "
1-02,George+Washington,Duquesne,"L, 75-63 "
1-03,George+Washington,Duquesne,"W, 75-73 "
1-13,George+Washington,VCU,"L, 84-77 "
1-17,George+Washington,Dayton,"L, 67-54 "
2-21,George+Washington,Rhode Island,"W, 78-70 "
2-24,George+Washington,George Mason,"L, 63-58 "
2-26,George+Washington,St. Bonaventure,"L, 88-41 "
3-03,George+Washington,Fordham,"W, 53-49 "
3-04,George+Washington,George Mason,"L, 73-59 "
11-26,La+Salle,St. John's,"L, 82-65 "
11-27,La+Salle,Saint Peter's,"L, 62-51 "
12-06,La+Salle,Army,"L, 63-59 "
12-08,La+Salle,Lincoln PA,"W, 80-62 "
12-12,La+Salle,Drexel,"W, 58-48 "
12-16,La+Salle,Massachusetts,"L, 85-66 "
12-19,La+Salle,Delaware,"W, 71-61 "
12-22,La+Salle,Maryland,"L, 84-71 "
12-30,La+Salle,Dayton,"W, 67-65 "
1-02,La+Salle,Fordham,"W, 89-52 "
1-09,La+Salle,Massachusetts,"L, 83-67 "
1-13,La+Salle,George Mason,"L, 75-42 "
1-16,La+Salle,Davidson,"L, 77-53 "
1-18,La+Salle,Saint Joseph's,"W, 90-83 "
1-23,La+Salle,Richmond,"W, 84-78 "
1-27,La+Salle,Rhode Island,"L, 73-60 "
1-30,La+Salle,VCU,"L, 73-62 "
2-03,La+Salle,Saint Louis,"W, 82-75 "
2-06,La+Salle,Fordham,"L, 76-68 "
2-09,La+Salle,St. Bonaventure,"L, 86-73 "
2-16,La+Salle,Saint Louis,"L, 78-57 "
2-20,La+Salle,Saint Joseph's,"L, 91-82 OT"
2-24,La+Salle,Duquesne,"W, 85-65 "
2-27,La+Salle,George Mason,"L, 89-54 "
3-03,La+Salle,Saint Joseph's,"L, 72-66 "
12-11,Massachusetts,Northeastern,"W, 94-79 "
12-13,Massachusetts,Northeastern,"L, 78-75 "
12-16,Massachusetts,La Salle,"W, 85-66 "
12-21,Massachusetts,Bryant,"L, 93-88 "
12-30,Massachusetts,George Mason,"L, 93-92 2OT"
1-09,Massachusetts,La Salle,"W, 83-67 "
1-13,Massachusetts,Rhode Island,"W, 80-78 OT"
1-17,Massachusetts,Fordham,"W, 65-46 "
1-24,Massachusetts,Davidson,"L, 69-60 "
2-03,Massachusetts,Fordham,"W, 60-54 "
2-06,Massachusetts,Rhode Island,"W, 75-63 "
2-23,Massachusetts,Richmond,"L, 79-65 "
3-01,Massachusetts,Saint Louis,"L, 78-57 "
3-04,Massachusetts,Saint Joseph's,"W, 100-66 "
3-05,Massachusetts,Saint Louis,"L, 86-72 "
11-25,Rhode+Island,Arizona St.,"L, 94-88 "
11-26,Rhode+Island,Boston College,"L, 69-64 "
11-28,Rhode+Island,South Florida,"W, 84-68 "
11-29,Rhode+Island,San Francisco,"W, 84-71 "
12-02,Rhode+Island,Seton Hall,"W, 76-63 "
12-09,Rhode+Island,Wisconsin,"L, 73-62 "
12-13,Rhode+Island,Western Kentucky,"L, 68-65 "
12-18,Rhode+Island,Davidson,"L, 67-58 "
12-30,Rhode+Island,St. Bonaventure,"W, 63-57 "
1-03,Rhode+Island,Saint Joseph's,"W, 85-77 OT"
1-06,Rhode+Island,Richmond,"L, 80-73 "
1-09,Rhode+Island,VCU,"W, 83-68 "
1-13,Rhode+Island,Massachusetts,"L, 80-78 OT"
1-16,Rhode+Island,George Mason,"W, 80-60 "
1-20,Rhode+Island,Duquesne,"L, 71-69 "
1-24,Rhode+Island,Fordham,"W, 52-42 "
1-27,Rhode+Island,La Salle,"W, 73-60 "
1-30,Rhode+Island,Dayton,"L, 67-56 "
2-03,Rhode+Island,VCU,"L, 63-62 "
2-06,Rhode+Island,Massachusetts,"L, 75-63 "
2-10,Rhode+Island,Saint Louis,"L, 67-60 "
2-16,Rhode+Island,Dayton,"W, 91-89 2OT"
2-21,Rhode+Island,George Washington,"L, 78-70 "
2-27,Rhode+Island,Duquesne,"L, 86-75 "
3-04,Rhode+Island,Dayton,"L, 84-72 "
11-27,Richmond,Morehead St.,"W, 82-64 "
11-29,Richmond,Kentucky,"W, 76-64 "
12-07,Richmond,Wofford,"W, 77-72 "
12-09,Richmond,Northern Iowa,"W, 78-68 "
12-13,Richmond,West Virginia,"L, 87-71 "
12-16,Richmond,Vanderbilt,"W, 78-67 "
12-18,Richmond,Loyola Chicago,"W, 75-73 "
12-22,Richmond,Hofstra,"L, 76-71 "
12-30,Richmond,Davidson,"W, 80-74 "
1-02,Richmond,St. Bonaventure,"L, 69-66 "
1-06,Richmond,Rhode Island,"W, 80-73 "
1-09,Richmond,George Mason,"W, 77-57 "
1-23,Richmond,La Salle,"L, 84-78 "
1-26,Richmond,Saint Joseph's,"W, 79-56 "
2-14,Richmond,St. Mary's MD,"W, 90-49 "
2-17,Richmond,VCU,"L, 68-56 "
2-20,Richmond,Duquesne,"W, 79-72 "
2-23,Richmond,Massachusetts,"W, 79-65 "
2-26,Richmond,Saint Louis,"L, 72-67 "
3-01,Richmond,Saint Joseph's,"L, 76-73 "
3-04,Richmond,Duquesne,"L, 67-62 "
3-17,Richmond,Toledo,"W, 76-66 "
3-25,Richmond,Mississippi St.,"L, 68-67 "
11-26,Saint+Joseph's,Auburn,"L, 96-91 OT"
11-27,Saint+Joseph's,Kansas,"L, 94-72 "
12-17,Saint+Joseph's,Drexel,"L, 81-77 "
12-19,Saint+Joseph's,Villanova,"L, 88-68 "
12-21,Saint+Joseph's,Tennessee,"L, 102-66 "
12-30,Saint+Joseph's,VCU,"L, 80-64 "
1-03,Saint+Joseph's,Rhode Island,"L, 85-77 OT"
1-06,Saint+Joseph's,St. Bonaventure,"L, 83-57 "
1-09,Saint+Joseph's,Albany,"W, 67-64 "
1-12,Saint+Joseph's,Davidson,"L, 80-66 "
1-18,Saint+Joseph's,La Salle,"L, 90-83 "
1-20,Saint+Joseph's,George Mason,"L, 87-85 2OT"
1-23,Saint+Joseph's,George Mason,"L, 71-62 "
1-26,Saint+Joseph's,Richmond,"L, 79-56 "
1-30,Saint+Joseph's,Duquesne,"L, 67-50 "
2-20,Saint+Joseph's,La Salle,"W, 91-82 OT"
2-24,Saint+Joseph's,Dayton,"W, 97-84 "
3-01,Saint+Joseph's,Richmond,"W, 76-73 "
3-03,Saint+Joseph's,La Salle,"W, 72-66 "
3-04,Saint+Joseph's,Massachusetts,"L, 100-66 "
11-25,Saint+Louis,SIU Edwardsville,"W, 89-52 "
11-28,Saint+Louis,LSU,"W, 85-81 "
12-05,Saint+Louis,Arkansas Pine Bluff,"W, 107-54 "
12-08,Saint+Louis,Central Arkansas,"W, 88-65 "
12-15,Saint+Louis,Indiana St.,"W, 78-59 "
12-17,Saint+Louis,North Carolina St.,"W, 80-69 "
12-20,Saint+Louis,Minnesota,"L, 90-82 "
12-23,Saint+Louis,UMKC,"W, 62-46 "
1-26,Saint+Louis,Dayton,"L, 76-71 "
2-03,Saint+Louis,La Salle,"L, 82-75 "
2-06,Saint+Louis,St. Bonaventure,"W, 70-59 "
2-10,Saint+Louis,Rhode Island,"W, 67-60 "
2-13,Saint+Louis,Fordham,"W, 68-40 "
2-16,Saint+Louis,La Salle,"W, 78-57 "
2-19,Saint+Louis,Dayton,"L, 76-53 "
2-23,Saint+Louis,VCU,"L, 67-65 "
2-26,Saint+Louis,Richmond,"W, 72-67 "
3-01,Saint+Louis,Massachusetts,"W, 78-57 "
3-05,Saint+Louis,Massachusetts,"W, 86-72 "
3-06,Saint+Louis,St. Bonaventure,"L, 71-53 "
3-20,Saint+Louis,Mississippi St.,"L, 74-68 "
12-15,St.+Bonaventure,Akron,"W, 81-74 "
12-19,St.+Bonaventure,Hofstra,"W, 77-69 "
12-30,St.+Bonaventure,Rhode Island,"L, 63-57 "
1-02,St.+Bonaventure,Richmond,"W, 69-66 "
1-06,St.+Bonaventure,Saint Joseph's,"W, 83-57 "
1-13,St.+Bonaventure,Fordham,"W, 68-54 "
1-15,St.+Bonaventure,Duquesne,"W, 62-48 "
1-20,St.+Bonaventure,VCU,"W, 70-54 "
1-23,St.+Bonaventure,Duquesne,"W, 65-61 "
1-30,St.+Bonaventure,George Mason,"W, 84-67 "
2-06,St.+Bonaventure,Saint Louis,"L, 70-59 "
2-09,St.+Bonaventure,La Salle,"W, 86-73 "
2-12,St.+Bonaventure,VCU,"L, 67-64 "
2-21,St.+Bonaventure,Davidson,"W, 69-58 "
2-24,St.+Bonaventure,Davidson,"W, 56-53 "
2-26,St.+Bonaventure,George Washington,"W, 88-41 "
3-01,St.+Bonaventure,Dayton,"L, 55-52 "
3-05,St.+Bonaventure,Duquesne,"W, 75-59 "
3-06,St.+Bonaventure,Saint Louis,"W, 71-53 "
3-14,St.+Bonaventure,VCU,"W, 74-65 "
3-20,St.+Bonaventure,LSU,"L, 76-61 "
11-25,Davidson,High Point,"W, 82-73 "
11-30,Davidson,Texas,"L, 78-76 "
12-01,Davidson,Providence,"L, 63-62 "
12-02,Davidson,UNLV,"W, 77-73 "
12-11,Davidson,Georgia Southern,"W, 77-45 "
12-15,Davidson,Charlotte,"L, 63-52 "
12-18,Davidson,Rhode Island,"W, 67-58 "
12-22,Davidson,Vanderbilt,"W, 85-65 "
12-30,Davidson,Richmond,"L, 80-74 "
1-05,Davidson,Duquesne,"W, 61-48 "
1-08,Davidson,Dayton,"L, 89-78 OT"
1-12,Davidson,Saint Joseph's,"W, 80-66 "
1-16,Davidson,La Salle,"W, 77-53 "
1-20,Davidson,Fordham,"W, 73-58 "
1-24,Davidson,Massachusetts,"W, 69-60 "
2-19,Davidson,Southern Va.,"W, 101-51 "
2-21,Davidson,St. Bonaventure,"L, 69-58 "
2-24,Davidson,St. Bonaventure,"L, 56-53 "
2-27,Davidson,VCU,"W, 65-57 "
3-05,Davidson,George Mason,"W, 99-67 "
3-06,Davidson,VCU,"L, 64-52 "
3-18,Davidson,North Carolina St.,"L, 75-61 "
12-01,Dayton,Eastern Illinois,"W, 66-63 "
12-05,Dayton,SMU,"L, 66-64 "
12-08,Dayton,Northern Kentucky,"W, 66-60 "
12-12,Dayton,Mississippi St.,"W, 85-82 2OT"
12-19,Dayton,Mississippi,"W, 65-62 "
12-30,Dayton,La Salle,"L, 67-65 "
1-02,Dayton,George Mason,"W, 74-65 "
1-05,Dayton,Fordham,"L, 55-54 "
1-08,Dayton,Davidson,"W, 89-78 OT"
1-13,Dayton,Duquesne,"W, 72-63 "
1-17,Dayton,George Washington,"W, 67-54 "
1-23,Dayton,VCU,"L, 66-43 "
1-26,Dayton,Saint Louis,"W, 76-71 "
1-30,Dayton,Rhode Island,"W, 67-56 "
2-02,Dayton,Duquesne,"L, 69-64 "
2-05,Dayton,George Mason,"W, 74-65 "
2-09,Dayton,VCU,"L, 76-67 "
2-16,Dayton,Rhode Island,"L, 91-89 2OT"
2-19,Dayton,Saint Louis,"W, 76-53 "
2-24,Dayton,Saint Joseph's,"L, 97-84 "
3-01,Dayton,St. Bonaventure,"W, 55-52 "
3-04,Dayton,Rhode Island,"W, 84-72 "
3-05,Dayton,VCU,"L, 73-68 "
3-20,Dayton,Memphis,"L, 71-60 "
11-25,VCU,Utah St.,"W, 85-69 "
11-26,VCU,West Virginia,"L, 78-66 "
11-27,VCU,Memphis,"W, 70-59 "
12-02,VCU,Penn St.,"L, 72-69 "
12-05,VCU,Mount St. Mary's,"W, 60-42 "
12-09,VCU,North Carolina A&T,"W, 95-59 "
12-12,VCU,Old Dominion,"W, 77-54 "
12-15,VCU,Western Carolina,"W, 93-68 "
12-22,VCU,James Madison,"W, 82-81 "
12-30,VCU,Saint Joseph's,"W, 80-64 "
1-06,VCU,George Mason,"W, 66-61 "
1-09,VCU,Rhode Island,"L, 83-68 "
1-13,VCU,George Washington,"W, 84-77 "
1-20,VCU,St. Bonaventure,"L, 70-54 "
1-23,VCU,Dayton,"W, 66-43 "
1-30,VCU,La Salle,"W, 73-62 "
2-03,VCU,Rhode Island,"W, 63-62 "
2-09,VCU,Dayton,"W, 76-67 "
2-12,VCU,St. Bonaventure,"W, 67-64 "
2-17,VCU,Richmond,"W, 68-56 "
2-20,VCU,George Mason,"L, 79-76 OT"
2-23,VCU,Saint Louis,"W, 67-65 "
2-27,VCU,Davidson,"L, 65-57 "
3-05,VCU,Dayton,"W, 73-68 "
3-06,VCU,Davidson,"W, 64-52 "
3-14,VCU,St. Bonaventure,"L, 74-65 "
11-25,Boston+College,Villanova,"L, 76-67 "
11-26,Boston+College,Rhode Island,"W, 69-64 "
11-30,Boston+College,St. John's,"L, 97-93 "
12-03,Boston+College,Florida,"L, 90-70 "
12-08,Boston+College,Minnesota,"L, 85-80 OT"
12-12,Boston+College,Syracuse,"L, 101-63 "
12-22,Boston+College,Maine,"W, 78-62 "
12-30,Boston+College,North Carolina St.,"L, 79-76 "
1-02,Boston+College,Louisville,"L, 76-64 "
1-06,Boston+College,Duke,"L, 83-82 "
1-09,Boston+College,Virginia,"L, 61-49 "
1-12,Boston+College,Miami FL,"W, 84-62 "
1-16,Boston+College,Notre Dame,"L, 80-70 "
2-06,Boston+College,North Carolina St.,"L, 81-65 "
2-10,Boston+College,Wake Forest,"L, 69-65 "
2-13,Boston+College,Syracuse,"L, 75-67 "
2-27,Boston+College,Notre Dame,"W, 94-90 "
3-03,Boston+College,Florida St.,"L, 93-64 "
3-05,Boston+College,Miami FL,"L, 80-76 "
3-09,Boston+College,Duke,"L, 86-51 "
11-25,Clemson,Mississippi St.,"W, 53-42 "
11-26,Clemson,Purdue,"W, 81-70 "
12-02,Clemson,South Carolina St.,"W, 75-38 "
12-09,Clemson,Maryland,"W, 67-51 "
12-12,Clemson,Alabama,"W, 64-56 "
12-15,Clemson,Virginia Tech,"L, 66-60 "
12-21,Clemson,Morehead St.,"W, 66-51 "
12-29,Clemson,Florida St.,"W, 77-67 "
1-02,Clemson,Miami FL,"W, 66-65 "
1-05,Clemson,North Carolina St.,"W, 74-70 OT"
1-16,Clemson,Virginia,"L, 85-50 "
1-20,Clemson,Georgia Tech,"L, 83-65 "
1-23,Clemson,Florida St.,"L, 80-61 "
1-27,Clemson,Louisville,"W, 54-50 "
1-30,Clemson,Duke,"L, 79-53 "
2-02,Clemson,North Carolina,"W, 63-50 "
2-06,Clemson,Syracuse,"W, 78-61 "
2-12,Clemson,Georgia Tech,"W, 74-72 "
2-24,Clemson,Wake Forest,"W, 60-39 "
2-27,Clemson,Miami FL,"W, 66-58 "
3-03,Clemson,Syracuse,"L, 64-54 "
3-06,Clemson,Pittsburgh,"W, 77-62 "
3-10,Clemson,Miami FL,"L, 67-64 "
3-19,Clemson,Rutgers,"L, 60-56 "
11-25,Georgia+Tech,Georgia St.,"L, 123-120 4OT"
11-27,Georgia+Tech,Mercer,"L, 83-73 "
12-06,Georgia+Tech,Kentucky,"W, 79-62 "
12-09,Georgia+Tech,Nebraska,"W, 75-64 "
12-15,Georgia+Tech,Florida St.,"L, 74-61 "
12-18,Georgia+Tech,Florida A&M,"W, 74-64 "
12-20,Georgia+Tech,Delaware St.,"W, 97-69 "
12-30,Georgia+Tech,North Carolina,"W, 72-67 "
1-03,Georgia+Tech,Wake Forest,"W, 70-54 "
1-20,Georgia+Tech,Clemson,"W, 83-65 "
1-23,Georgia+Tech,Virginia,"L, 64-62 "
1-26,Georgia+Tech,Duke,"L, 75-68 "
1-30,Georgia+Tech,Florida St.,"W, 76-65 "
2-01,Georgia+Tech,Louisville,"L, 74-58 "
2-06,Georgia+Tech,Notre Dame,"W, 82-80 "
2-10,Georgia+Tech,Virginia,"L, 57-49 "
2-12,Georgia+Tech,Clemson,"L, 74-72 "
2-14,Georgia+Tech,Pittsburgh,"W, 71-65 "
2-20,Georgia+Tech,Miami FL,"W, 87-60 "
2-23,Georgia+Tech,Virginia Tech,"W, 69-53 "
2-27,Georgia+Tech,Syracuse,"W, 84-77 "
3-02,Georgia+Tech,Duke,"W, 81-77 OT"
3-05,Georgia+Tech,Wake Forest,"W, 75-63 "
3-11,Georgia+Tech,Miami FL,"W, 70-66 "
3-13,Georgia+Tech,Florida St.,"W, 80-75 "
3-19,Georgia+Tech,Loyola Chicago,"L, 71-60 "
11-29,Miami+FL,North Florida,"W, 77-59 "
12-04,Miami+FL,Stetson,"W, 82-60 "
12-08,Miami+FL,Purdue,"W, 58-54 "
12-12,Miami+FL,Florida Gulf Coast,"L, 66-62 "
12-16,Miami+FL,Pittsburgh,"L, 70-55 "
12-19,Miami+FL,Jacksonville,"W, 73-64 "
12-29,Miami+FL,Virginia Tech,"L, 80-78 "
1-02,Miami+FL,Clemson,"L, 66-65 "
1-05,Miami+FL,North Carolina,"L, 67-65 "
1-09,Miami+FL,North Carolina St.,"W, 64-59 "
1-12,Miami+FL,Boston College,"L, 84-62 "
1-16,Miami+FL,Louisville,"W, 78-72 "
1-19,Miami+FL,Syracuse,"L, 83-57 "
1-24,Miami+FL,Notre Dame,"L, 73-59 "
1-27,Miami+FL,Florida St.,"L, 81-59 "
1-30,Miami+FL,Wake Forest,"L, 66-54 "
2-01,Miami+FL,Duke,"W, 77-75 "
2-06,Miami+FL,Virginia Tech,"L, 80-76 OT"
2-14,Miami+FL,Notre Dame,"L, 71-61 "
2-20,Miami+FL,Georgia Tech,"L, 87-60 "
2-24,Miami+FL,Florida St.,"L, 88-71 "
2-27,Miami+FL,Clemson,"L, 66-58 "
3-01,Miami+FL,Virginia,"L, 62-51 "
3-05,Miami+FL,Boston College,"W, 80-76 "
