date,team,opponent,result
2-23,Missouri,Mississippi,"L, 60-53 "
3-03,Missouri,Florida,"W, 72-70 "
3-06,Missouri,LSU,"L, 86-80 "
3-11,Missouri,Georgia,"W, 73-70 "
3-12,Missouri,Arkansas,"L, 70-64 "
3-20,Missouri,Oklahoma,"L, 72-68 "
12-08,Tennessee,Colorado,"W, 56-47 "
12-12,Tennessee,Cincinnati,"W, 65-56 "
12-15,Tennessee,Appalachian St.,"W, 79-38 "
12-18,Tennessee,Tennessee Tech,"W, 103-49 "
12-21,Tennessee,Saint Joseph's,"W, 102-66 "
12-23,Tennessee,USC Upstate,"W, 80-60 "
12-30,Tennessee,Missouri,"W, 73-53 "
1-02,Tennessee,Alabama,"L, 71-63 "
1-06,Tennessee,Arkansas,"W, 79-74 "
1-09,Tennessee,Texas A&M,"W, 68-54 "
1-16,Tennessee,Vanderbilt,"W, 81-61 "
1-19,Tennessee,Florida,"L, 75-49 "
1-23,Tennessee,Missouri,"L, 73-64 "
1-26,Tennessee,Mississippi St.,"W, 56-53 "
1-30,Tennessee,Kansas,"W, 80-61 "
2-02,Tennessee,Mississippi,"L, 52-50 "
2-06,Tennessee,Kentucky,"W, 82-71 "
2-10,Tennessee,Georgia,"W, 89-81 "
2-13,Tennessee,LSU,"L, 78-65 "
2-17,Tennessee,South Carolina,"W, 93-73 "
2-20,Tennessee,Kentucky,"L, 70-55 "
2-24,Tennessee,Vanderbilt,"W, 70-58 "
2-27,Tennessee,Auburn,"L, 77-72 "
3-07,Tennessee,Florida,"W, 65-54 "
3-12,Tennessee,Florida,"W, 78-66 "
3-13,Tennessee,Alabama,"L, 73-68 "
3-19,Tennessee,Oregon St.,"L, 70-56 "
11-27,Vanderbilt,Valparaiso,"W, 77-71 "
12-13,Vanderbilt,Mississippi Valley St.,"W, 84-41 "
12-16,Vanderbilt,Richmond,"L, 78-67 "
12-19,Vanderbilt,Radford,"W, 59-50 "
12-22,Vanderbilt,Davidson,"L, 85-65 "
12-27,Vanderbilt,Alcorn St.,"W, 87-59 "
12-30,Vanderbilt,Florida,"L, 91-72 "
1-05,Vanderbilt,Kentucky,"L, 77-74 "
1-09,Vanderbilt,Mississippi St.,"L, 84-81 "
1-16,Vanderbilt,Tennessee,"L, 81-61 "
1-23,Vanderbilt,Arkansas,"L, 92-71 "
1-27,Vanderbilt,Florida,"L, 78-71 "
1-30,Vanderbilt,South Carolina,"W, 93-81 "
2-06,Vanderbilt,Georgia,"L, 73-70 "
2-09,Vanderbilt,Auburn,"L, 73-67 "
2-13,Vanderbilt,Mississippi St.,"W, 72-51 "
2-17,Vanderbilt,Kentucky,"L, 82-78 "
2-20,Vanderbilt,Alabama,"L, 82-78 "
2-24,Vanderbilt,Tennessee,"L, 70-58 "
2-27,Vanderbilt,Mississippi,"W, 75-70 "
3-02,Vanderbilt,LSU,"L, 83-68 "
3-04,Vanderbilt,Cincinnati,"W, 78-64 "
3-06,Vanderbilt,Mississippi,"L, 56-46 "
3-10,Vanderbilt,Texas A&M,"W, 79-68 "
3-11,Vanderbilt,Florida,"L, 69-63 "
11-25,Arkansas,Mississippi Valley St.,"W, 142-62 "
11-28,Arkansas,North Texas,"W, 69-54 "
12-02,Arkansas,UT Arlington,"W, 72-60 "
12-05,Arkansas,Lipscomb,"W, 86-50 "
12-09,Arkansas,Southern,"W, 79-44 "
12-12,Arkansas,Central Arkansas,"W, 100-75 "
12-20,Arkansas,Oral Roberts,"W, 87-76 "
12-22,Arkansas,Abilene Christian,"W, 85-72 "
12-30,Arkansas,Auburn,"W, 97-85 "
1-02,Arkansas,Missouri,"L, 81-68 "
1-06,Arkansas,Tennessee,"L, 79-74 "
1-09,Arkansas,Georgia,"W, 99-69 "
1-13,Arkansas,LSU,"L, 92-76 "
1-16,Arkansas,Alabama,"L, 90-59 "
1-20,Arkansas,Auburn,"W, 75-73 "
1-23,Arkansas,Vanderbilt,"W, 92-71 "
1-27,Arkansas,Mississippi,"W, 74-59 "
1-30,Arkansas,Oklahoma St.,"L, 81-77 "
2-02,Arkansas,Mississippi St.,"W, 61-45 "
2-09,Arkansas,Kentucky,"W, 81-80 "
2-13,Arkansas,Missouri,"W, 86-81 OT"
2-16,Arkansas,Florida,"W, 75-64 "
2-24,Arkansas,Alabama,"W, 81-66 "
2-27,Arkansas,LSU,"W, 83-75 "
3-02,Arkansas,South Carolina,"W, 101-73 "
3-06,Arkansas,Texas A&M,"W, 87-80 "
3-12,Arkansas,Missouri,"W, 70-64 "
3-13,Arkansas,LSU,"L, 78-71 "
3-19,Arkansas,Colgate,"W, 85-68 "
3-21,Arkansas,Texas Tech,"W, 68-66 "
3-27,Arkansas,Oral Roberts,"W, 72-70 "
3-29,Arkansas,Baylor,"L, 81-72 "
11-29,Georgia,Florida A&M,"W, 85-75 "
12-02,Georgia,North Georgia,"W, 84-62 "
12-04,Georgia,Jacksonville,"W, 98-65 "
12-08,Georgia,Montana,"W, 63-50 "
12-12,Georgia,Samford,"W, 79-75 "
12-19,Georgia,Cincinnati,"W, 83-68 "
12-22,Georgia,Northeastern,"W, 76-58 "
12-30,Georgia,Mississippi St.,"L, 83-73 "
1-06,Georgia,LSU,"L, 94-92 OT"
1-09,Georgia,Arkansas,"L, 99-69 "
1-13,Georgia,Auburn,"L, 95-77 "
1-16,Georgia,Mississippi,"W, 78-74 "
1-20,Georgia,Kentucky,"W, 63-62 "
1-23,Georgia,Florida,"L, 92-84 "
1-27,Georgia,South Carolina,"L, 83-59 "
1-30,Georgia,Mississippi,"W, 71-61 "
2-02,Georgia,Auburn,"W, 91-86 "
2-06,Georgia,Vanderbilt,"W, 73-70 "
2-10,Georgia,Tennessee,"L, 89-81 "
2-13,Georgia,Alabama,"L, 115-82 "
2-16,Georgia,Missouri,"W, 80-70 "
2-20,Georgia,Florida,"L, 70-63 "
2-23,Georgia,LSU,"W, 91-78 "
2-27,Georgia,South Carolina,"L, 91-70 "
3-06,Georgia,Alabama,"L, 89-79 "
3-11,Georgia,Missouri,"L, 73-70 "
11-26,LSU,SIU Edwardsville,"W, 94-81 "
11-28,LSU,Saint Louis,"L, 85-81 "
11-30,LSU,Southeastern Louisiana,"W, 96-43 "
12-06,LSU,Louisiana Tech,"W, 86-55 "
12-14,LSU,Sam Houston St.,"W, 88-66 "
12-26,LSU,Nicholls St.,"W, 86-80 "
12-29,LSU,Texas A&M,"W, 77-54 "
1-02,LSU,Florida,"L, 83-79 "
1-06,LSU,Georgia,"W, 94-92 OT"
1-09,LSU,Mississippi,"W, 75-61 "
1-13,LSU,Arkansas,"W, 92-76 "
1-16,LSU,South Carolina,"W, 85-80 "
1-19,LSU,Alabama,"L, 105-75 "
1-23,LSU,Kentucky,"L, 82-69 "
1-26,LSU,Texas A&M,"W, 78-66 "
1-30,LSU,Texas Tech,"L, 76-71 "
2-03,LSU,Alabama,"L, 78-60 "
2-10,LSU,Mississippi St.,"W, 94-80 "
2-13,LSU,Tennessee,"W, 78-65 "
2-20,LSU,Auburn,"W, 104-80 "
2-23,LSU,Georgia,"L, 91-78 "
2-27,LSU,Arkansas,"L, 83-75 "
3-02,LSU,Vanderbilt,"W, 83-68 "
3-06,LSU,Missouri,"W, 86-80 "
3-12,LSU,Mississippi,"W, 76-73 "
3-13,LSU,Arkansas,"W, 78-71 "
3-14,LSU,Alabama,"L, 80-79 "
3-20,LSU,St. Bonaventure,"W, 76-61 "
3-22,LSU,Michigan,"L, 86-78 "
12-10,Mississippi,Jackson St.,"W, 80-45 "
12-12,Mississippi,UNC Wilmington,"W, 78-58 "
12-14,Mississippi,Central Arkansas,"W, 68-54 "
12-16,Mississippi,Middle Tennessee,"W, 70-51 "
12-19,Mississippi,Dayton,"L, 65-62 "
12-22,Mississippi,Tennessee Martin,"W, 90-43 "
12-29,Mississippi,Alabama,"L, 82-64 "
1-02,Mississippi,Wichita St.,"L, 83-79 "
1-06,Mississippi,Auburn,"W, 72-61 "
1-09,Mississippi,LSU,"L, 75-61 "
1-12,Mississippi,Florida,"L, 72-63 "
1-16,Mississippi,Georgia,"L, 78-74 "
1-19,Mississippi,Mississippi St.,"W, 64-46 "
1-23,Mississippi,Texas A&M,"W, 61-50 "
1-27,Mississippi,Arkansas,"L, 74-59 "
1-30,Mississippi,Georgia,"L, 71-61 "
2-02,Mississippi,Tennessee,"W, 52-50 "
2-06,Mississippi,Auburn,"W, 86-84 OT"
2-10,Mississippi,Missouri,"W, 80-59 "
2-13,Mississippi,South Carolina,"W, 81-74 "
2-20,Mississippi,Mississippi St.,"L, 66-56 "
2-23,Mississippi,Missouri,"W, 60-53 "
2-27,Mississippi,Vanderbilt,"L, 75-70 "
3-02,Mississippi,Kentucky,"W, 70-62 "
3-06,Mississippi,Vanderbilt,"W, 56-46 "
3-11,Mississippi,South Carolina,"W, 76-59 "
3-12,Mississippi,LSU,"L, 76-73 "
3-19,Mississippi,Louisiana Tech,"L, 70-61 "
11-25,Abilene+Christian,East Tennessee St.,"W, 70-47 "
11-27,Abilene+Christian,Austin Peay,"W, 80-72 "
11-28,Abilene+Christian,Nebraska Omaha,"W, 70-58 "
12-01,Abilene+Christian,Howard Payne,"W, 81-51 "
12-05,Abilene+Christian,Tarleton St.,"W, 69-48 "
12-09,Abilene+Christian,Texas Tech,"L, 51-44 "
12-12,Abilene+Christian,McMurry,"W, 83-46 "
12-16,Abilene+Christian,Hardin-Simmons,"W, 95-73 "
12-22,Abilene+Christian,Arkansas,"L, 85-72 "
12-29,Abilene+Christian,Dallas Christian,"W, 82-44 "
1-02,Abilene+Christian,Lamar,"W, 83-65 "
1-06,Abilene+Christian,Houston Baptist,"W, 66-63 "
1-16,Abilene+Christian,Southeastern Louisiana,"W, 76-42 "
1-20,Abilene+Christian,Sam Houston St.,"L, 64-57 "
1-23,Abilene+Christian,Central Arkansas,"W, 93-58 "
1-27,Abilene+Christian,Stephen F. Austin,"W, 82-62 "
1-30,Abilene+Christian,Incarnate Word,"W, 75-67 "
2-06,Abilene+Christian,Lamar,"W, 77-62 "
2-08,Abilene+Christian,Texas A&M Corpus Chris,"W, 82-69 "
2-10,Abilene+Christian,Houston Baptist,"W, 88-59 "
2-13,Abilene+Christian,Texas A&M Corpus Chris,"W, 83-55 "
2-24,Abilene+Christian,Sam Houston St.,"W, 86-72 "
2-27,Abilene+Christian,Central Arkansas,"L, 84-82 "
3-03,Abilene+Christian,Stephen F. Austin,"W, 63-61 "
3-06,Abilene+Christian,Incarnate Word,"W, 85-60 "
3-12,Abilene+Christian,Lamar,"W, 93-71 "
3-13,Abilene+Christian,Nicholls St.,"W, 79-45 "
3-20,Abilene+Christian,Texas,"W, 53-52 "
3-22,Abilene+Christian,UCLA,"L, 67-47 "
12-04,Central+Arkansas,Memphis,"L, 85-68 "
12-06,Central+Arkansas,Little Rock,"L, 86-83 "
12-08,Central+Arkansas,Saint Louis,"L, 88-65 "
12-12,Central+Arkansas,Arkansas,"L, 100-75 "
12-14,Central+Arkansas,Mississippi,"L, 68-54 "
12-16,Central+Arkansas,Mississippi St.,"L, 81-65 "
12-19,Central+Arkansas,Champion Chris.,"W, 92-28 "
12-29,Central+Arkansas,Baylor,"L, 93-56 "
1-02,Central+Arkansas,McNeese St.,"W, 81-67 "
1-06,Central+Arkansas,New Orleans,"W, 83-79 "
1-09,Central+Arkansas,Sam Houston St.,"L, 91-80 "
1-13,Central+Arkansas,Stephen F. Austin,"L, 95-69 "
1-16,Central+Arkansas,Nicholls St.,"L, 74-72 "
1-23,Central+Arkansas,Abilene Christian,"L, 93-58 "
1-27,Central+Arkansas,Southeastern Louisiana,"L, 69-57 "
1-30,Central+Arkansas,Northwestern St.,"L, 81-77 "
2-06,Central+Arkansas,McNeese St.,"L, 80-70 "
2-13,Central+Arkansas,Sam Houston St.,"L, 97-57 "
2-20,Central+Arkansas,Nicholls St.,"L, 79-68 "
2-22,Central+Arkansas,New Orleans,"L, 88-63 "
2-27,Central+Arkansas,Abilene Christian,"W, 84-82 "
3-01,Central+Arkansas,Stephen F. Austin,"L, 79-66 "
3-03,Central+Arkansas,Southeastern Louisiana,"W, 88-71 "
3-06,Central+Arkansas,Northwestern St.,"L, 79-70 "
11-25,Houston+Baptist,TCU,"L, 69-45 "
11-29,Houston+Baptist,Arizona St.,"L, 100-77 "
12-02,Houston+Baptist,SMU,"L, 102-75 "
12-05,Houston+Baptist,Rice,"L, 86-64 "
12-11,Houston+Baptist,Champion Chris.,"W, 93-60 "
12-15,Houston+Baptist,Rice,"L, 90-79 "
12-17,Houston+Baptist,North Texas,"L, 85-55 "
12-19,Houston+Baptist,Oklahoma,"L, 84-65 "
1-02,Houston+Baptist,Northwestern St.,"W, 99-93 OT"
1-06,Houston+Baptist,Abilene Christian,"L, 66-63 "
1-09,Houston+Baptist,Lamar,"L, 71-65 "
1-16,Houston+Baptist,Sam Houston St.,"L, 87-80 "
1-20,Houston+Baptist,Nicholls St.,"L, 92-83 "
1-23,Houston+Baptist,McNeese St.,"L, 74-71 "
1-27,Houston+Baptist,Incarnate Word,"W, 73-57 "
2-10,Houston+Baptist,Abilene Christian,"L, 88-59 "
2-13,Houston+Baptist,Lamar,"W, 80-75 "
2-22,Houston+Baptist,Northwestern St.,"L, 86-80 "
2-24,Houston+Baptist,Nicholls St.,"L, 83-68 "
2-27,Houston+Baptist,McNeese St.,"L, 85-58 "
3-01,Houston+Baptist,Sam Houston St.,"L, 83-70 "
3-03,Houston+Baptist,Incarnate Word,"W, 72-67 "
3-06,Houston+Baptist,Texas A&M Corpus Chris,"L, 94-70 "
3-09,Houston+Baptist,Incarnate Word,"W, 80-68 "
3-10,Houston+Baptist,Lamar,"L, 62-52 "
11-27,Incarnate+Word,Rice,"L, 68-53 "
11-29,Incarnate+Word,Our Lady of the Lake,"W, 84-71 "
12-02,Incarnate+Word,Wyoming,"L, 94-83 OT"
12-05,Incarnate+Word,Texas St.,"L, 72-64 "
12-29,Incarnate+Word,Texas Tech,"L, 79-51 "
12-31,Incarnate+Word,McMurry,"W, 92-71 "
1-01,Incarnate+Word,McMurry,"W, 81-54 "
1-06,Incarnate+Word,Northwestern St.,"W, 75-67 "
1-09,Incarnate+Word,New Orleans,"L, 86-64 "
1-13,Incarnate+Word,McNeese St.,"W, 83-61 "
1-16,Incarnate+Word,Stephen F. Austin,"L, 83-65 "
1-23,Incarnate+Word,Texas A&M Corpus Chris,"W, 72-53 "
1-27,Incarnate+Word,Houston Baptist,"L, 73-57 "
1-30,Incarnate+Word,Abilene Christian,"L, 75-67 "
2-03,Incarnate+Word,Lamar,"W, 67-58 "
2-06,Incarnate+Word,Texas A&M Corpus Chris,"W, 58-53 "
2-10,Incarnate+Word,Northwestern St.,"L, 68-67 "
2-24,Incarnate+Word,Lamar,"L, 67-45 "
3-01,Incarnate+Word,New Orleans,"L, 88-72 "
3-03,Incarnate+Word,Houston Baptist,"L, 72-67 "
3-06,Incarnate+Word,Abilene Christian,"L, 85-60 "
3-09,Incarnate+Word,Houston Baptist,"L, 80-68 "
11-25,Lamar,Houston,"L, 89-45 "
11-27,Lamar,Tulane,"L, 66-57 "
11-28,Lamar,Lipscomb,"L, 76-73 "
12-05,Lamar,Air Force,"L, 59-44 "
12-09,Lamar,Louisiana Monroe,"W, 63-60 "
12-15,Lamar,Southern Miss,"L, 66-63 "
12-19,Lamar,Louisiana Tech,"L, 86-57 "
12-22,Lamar,UTSA,"L, 88-66 "
12-29,Lamar,Southeastern Louisiana,"W, 74-64 "
1-02,Lamar,Abilene Christian,"L, 83-65 "
1-06,Lamar,Nicholls St.,"L, 76-69 "
1-09,Lamar,Houston Baptist,"W, 71-65 "
1-13,Lamar,Sam Houston St.,"L, 96-71 "
1-23,Lamar,Stephen F. Austin,"L, 102-72 "
1-30,Lamar,McNeese St.,"W, 64-56 "
2-03,Lamar,Incarnate Word,"L, 67-58 "
2-06,Lamar,Abilene Christian,"L, 77-62 "
2-10,Lamar,Nicholls St.,"L, 76-71 "
2-13,Lamar,Houston Baptist,"L, 80-75 "
2-20,Lamar,Texas A&M Corpus Chris,"L, 77-68 "
2-22,Lamar,Sam Houston St.,"L, 77-71 "
2-24,Lamar,Incarnate Word,"W, 67-45 "
2-27,Lamar,Stephen F. Austin,"W, 88-83 2OT"
3-01,Lamar,Texas A&M Corpus Chris,"W, 66-47 "
3-06,Lamar,McNeese St.,"W, 60-51 "
3-10,Lamar,Houston Baptist,"W, 62-52 "
3-11,Lamar,Sam Houston St.,"W, 70-69 "
3-12,Lamar,Abilene Christian,"L, 93-71 "
11-25,McNeese+St.,Nebraska,"L, 102-55 "
12-02,McNeese+St.,Dallas Christian,"W, 140-37 "
12-04,McNeese+St.,Stephen F. Austin,"L, 86-76 "
12-12,McNeese+St.,Carver,"W, 96-53 "
12-14,McNeese+St.,Arlington Baptist,"W, 110-64 "
12-15,McNeese+St.,Arlington Baptist,"W, 114-50 "
12-19,McNeese+St.,Louisiana Lafayette,"L, 75-65 "
12-29,McNeese+St.,Champion Chris.,"W, 94-36 "
12-30,McNeese+St.,Champion Chris.,"W, 91-76 "
1-02,McNeese+St.,Central Arkansas,"L, 81-67 "
1-09,McNeese+St.,Northwestern St.,"L, 78-75 "
1-13,McNeese+St.,Incarnate Word,"L, 83-61 "
1-16,McNeese+St.,New Orleans,"L, 99-84 "
1-20,McNeese+St.,Southeastern Louisiana,"L, 92-88 "
1-23,McNeese+St.,Houston Baptist,"W, 74-71 "
1-27,McNeese+St.,Nicholls St.,"L, 76-69 "
1-30,McNeese+St.,Lamar,"L, 64-56 "
2-06,McNeese+St.,Central Arkansas,"W, 80-70 "
2-13,McNeese+St.,Northwestern St.,"L, 69-66 "
2-24,McNeese+St.,Southeastern Louisiana,"W, 95-91 "
2-27,McNeese+St.,Houston Baptist,"W, 85-58 "
3-04,McNeese+St.,Nicholls St.,"L, 80-67 "
3-06,McNeese+St.,Lamar,"L, 60-51 "
3-09,McNeese+St.,Southeastern Louisiana,"L, 71-68 "
11-26,New+Orleans,BYU,"L, 86-61 "
11-29,New+Orleans,Texas A&M,"L, 82-53 "
12-02,New+Orleans,Louisiana Lafayette,"L, 66-63 "
12-08,New+Orleans,Florida National,"W, 74-57 "
12-09,New+Orleans,Campbell,"L, 79-70 "
12-10,New+Orleans,Jacksonville,"L, 77-70 "
12-15,New+Orleans,Louisiana Lafayette,"L, 73-63 "
12-21,New+Orleans,Rice,"L, 73-62 "
1-02,New+Orleans,Stephen F. Austin,"L, 78-67 "
1-06,New+Orleans,Central Arkansas,"L, 83-79 "
1-09,New+Orleans,Incarnate Word,"W, 86-64 "
1-16,New+Orleans,McNeese St.,"W, 99-84 "
1-20,New+Orleans,Texas A&M Corpus Chris,"W, 87-68 "
1-23,New+Orleans,Nicholls St.,"L, 86-62 "
1-27,New+Orleans,Northwestern St.,"L, 81-73 "
1-30,New+Orleans,Southeastern Louisiana,"L, 79-73 "
2-15,New+Orleans,Stephen F. Austin,"L, 89-79 "
2-22,New+Orleans,Central Arkansas,"W, 88-63 "
2-24,New+Orleans,Texas A&M Corpus Chris,"W, 69-61 "
2-27,New+Orleans,Nicholls St.,"L, 105-101 OT"
3-01,New+Orleans,Incarnate Word,"W, 88-72 "
3-03,New+Orleans,Northwestern St.,"W, 92-83 "
3-06,New+Orleans,Southeastern Louisiana,"W, 81-76 OT"
3-10,New+Orleans,Southeastern Louisiana,"W, 80-63 "
3-11,New+Orleans,Northwestern St.,"L, 82-79 "
11-25,Nicholls+St.,UC Davis,"W, 101-93 "
11-27,Nicholls+St.,Idaho St.,"W, 70-51 "
11-28,Nicholls+St.,Santa Clara,"L, 73-57 "
11-30,Nicholls+St.,California,"L, 60-49 "
12-01,Nicholls+St.,Saint Mary's,"L, 73-50 "
12-26,Nicholls+St.,LSU,"L, 86-80 "
1-02,Nicholls+St.,Sam Houston St.,"L, 84-81 "
1-06,Nicholls+St.,Lamar,"W, 76-69 "
1-09,Nicholls+St.,Southeastern Louisiana,"W, 87-67 "
1-13,Nicholls+St.,Northwestern St.,"W, 76-66 "
1-16,Nicholls+St.,Central Arkansas,"W, 74-72 "
1-20,Nicholls+St.,Houston Baptist,"W, 92-83 "
1-23,Nicholls+St.,New Orleans,"W, 86-62 "
1-24,Nicholls+St.,Carver,"W, 105-60 "
1-27,Nicholls+St.,McNeese St.,"W, 76-69 "
2-06,Nicholls+St.,Sam Houston St.,"L, 78-71 "
2-10,Nicholls+St.,Lamar,"W, 76-71 "
2-13,Nicholls+St.,Southeastern Louisiana,"W, 86-84 OT"
2-20,Nicholls+St.,Central Arkansas,"W, 79-68 "
2-24,Nicholls+St.,Houston Baptist,"W, 83-68 "
2-27,Nicholls+St.,New Orleans,"W, 105-101 OT"
3-01,Nicholls+St.,Northwestern St.,"W, 87-71 "
3-04,Nicholls+St.,McNeese St.,"W, 80-67 "
3-12,Nicholls+St.,Northwestern St.,"W, 88-76 "
3-13,Nicholls+St.,Abilene Christian,"L, 79-45 "
11-25,Northwestern+St.,Texas Tech,"L, 101-58 "
11-28,Northwestern+St.,UT Arlington,"L, 80-71 "
11-29,Northwestern+St.,Louisiana Tech,"L, 91-77 "
12-03,Northwestern+St.,TCU,"L, 74-68 "
12-06,Northwestern+St.,Louisiana Monroe,"L, 92-83 OT"
12-12,Northwestern+St.,Champion Chris.,"W, 77-44 "
12-18,Northwestern+St.,Tulsa,"L, 82-55 "
12-19,Northwestern+St.,Missouri St.,"L, 94-67 "
12-21,Northwestern+St.,Gonzaga,"L, 95-57 "
12-22,Northwestern+St.,Gonzaga,"L, 95-78 "
12-23,Northwestern+St.,Washington St.,"L, 62-52 "
1-02,Northwestern+St.,Houston Baptist,"L, 99-93 OT"
1-06,Northwestern+St.,Incarnate Word,"L, 75-67 "
1-09,Northwestern+St.,McNeese St.,"W, 78-75 "
1-13,Northwestern+St.,Nicholls St.,"L, 76-66 "
1-20,Northwestern+St.,Stephen F. Austin,"L, 86-74 "
1-23,Northwestern+St.,Southeastern Louisiana,"W, 73-68 "
1-27,Northwestern+St.,New Orleans,"W, 81-73 "
1-30,Northwestern+St.,Central Arkansas,"W, 81-77 "
2-10,Northwestern+St.,Incarnate Word,"W, 68-67 "
2-13,Northwestern+St.,McNeese St.,"W, 69-66 "
2-22,Northwestern+St.,Houston Baptist,"W, 86-80 "
2-24,Northwestern+St.,Stephen F. Austin,"L, 83-57 "
2-27,Northwestern+St.,Southeastern Louisiana,"W, 79-61 "
3-01,Northwestern+St.,Nicholls St.,"L, 87-71 "
3-03,Northwestern+St.,New Orleans,"L, 92-83 "
3-06,Northwestern+St.,Central Arkansas,"W, 79-70 "
3-11,Northwestern+St.,New Orleans,"W, 82-79 "
3-12,Northwestern+St.,Nicholls St.,"L, 88-76 "
11-25,Sam+Houston+St.,SMU,"L, 97-67 "
11-27,Sam+Houston+St.,Texas Tech,"L, 84-52 "
11-29,Sam+Houston+St.,Boise St.,"L, 86-55 "
12-04,Sam+Houston+St.,Dallas Christian,"W, 117-42 "
12-06,Sam+Houston+St.,Howard Payne,"W, 117-54 "
12-10,Sam+Houston+St.,LeTourneau,"W, 107-65 "
12-14,Sam+Houston+St.,LSU,"L, 88-66 "
12-16,Sam+Houston+St.,Texas,"L, 79-63 "
12-19,Sam+Houston+St.,Rice,"W, 82-69 "
12-21,Sam+Houston+St.,UT Rio Grande Valley,"W, 69-66 "
12-29,Sam+Houston+St.,Mary Hardin-Baylor,"W, 101-59 "
1-02,Sam+Houston+St.,Nicholls St.,"W, 84-81 "
1-06,Sam+Houston+St.,Southeastern Louisiana,"W, 70-52 "
1-09,Sam+Houston+St.,Central Arkansas,"W, 91-80 "
1-13,Sam+Houston+St.,Lamar,"W, 96-71 "
1-16,Sam+Houston+St.,Houston Baptist,"W, 87-80 "
1-20,Sam+Houston+St.,Abilene Christian,"W, 64-57 "
1-27,Sam+Houston+St.,Texas A&M Corpus Chris,"W, 75-70 "
1-31,Sam+Houston+St.,Stephen F. Austin,"L, 78-68 "
2-06,Sam+Houston+St.,Nicholls St.,"W, 78-71 "
2-10,Sam+Houston+St.,Southeastern Louisiana,"W, 79-61 "
2-13,Sam+Houston+St.,Central Arkansas,"W, 97-57 "
2-22,Sam+Houston+St.,Lamar,"W, 77-71 "
2-24,Sam+Houston+St.,Abilene Christian,"L, 86-72 "
3-01,Sam+Houston+St.,Houston Baptist,"W, 83-70 "
3-03,Sam+Houston+St.,Texas A&M Corpus Chris,"W, 84-61 "
3-06,Sam+Houston+St.,Stephen F. Austin,"L, 64-59 "
3-11,Sam+Houston+St.,Lamar,"L, 70-69 "
11-25,Southeastern+Louisiana,Fort Wayne,"L, 67-63 OT"
11-28,Southeastern+Louisiana,UAB,"L, 84-59 "
11-30,Southeastern+Louisiana,LSU,"L, 96-43 "
12-02,Southeastern+Louisiana,Cal Baptist,"W, 81-80 "
12-04,Southeastern+Louisiana,Cal Baptist,"L, 83-66 "
12-09,Southeastern+Louisiana,Louisiana Tech,"L, 78-69 "
12-15,Southeastern+Louisiana,Texas A&M,"L, 69-52 "
12-23,Southeastern+Louisiana,Grambling St.,"W, 77-70 "
12-29,Southeastern+Louisiana,Lamar,"L, 74-64 "
1-06,Southeastern+Louisiana,Sam Houston St.,"L, 70-52 "
1-09,Southeastern+Louisiana,Nicholls St.,"L, 87-67 "
1-13,Southeastern+Louisiana,Texas A&M Corpus Chris,"W, 76-63 "
1-16,Southeastern+Louisiana,Abilene Christian,"L, 76-42 "
1-20,Southeastern+Louisiana,McNeese St.,"W, 92-88 "
1-23,Southeastern+Louisiana,Northwestern St.,"L, 73-68 "
1-27,Southeastern+Louisiana,Central Arkansas,"W, 69-57 "
1-30,Southeastern+Louisiana,New Orleans,"W, 79-73 "
2-10,Southeastern+Louisiana,Sam Houston St.,"L, 79-61 "
2-13,Southeastern+Louisiana,Nicholls St.,"L, 86-84 OT"
2-22,Southeastern+Louisiana,Texas A&M Corpus Chris,"W, 78-75 "
2-24,Southeastern+Louisiana,McNeese St.,"L, 95-91 "
2-27,Southeastern+Louisiana,Northwestern St.,"L, 79-61 "
3-03,Southeastern+Louisiana,Central Arkansas,"L, 88-71 "
3-06,Southeastern+Louisiana,New Orleans,"L, 81-76 OT"
3-09,Southeastern+Louisiana,McNeese St.,"W, 71-68 "
3-10,Southeastern+Louisiana,New Orleans,"L, 80-63 "
12-01,Stephen+F.+Austin,LeTourneau,"W, 102-57 "
12-04,Stephen+F.+Austin,McNeese St.,"W, 86-76 "
12-06,Stephen+F.+Austin,LSU-Alexandria,"W, 97-79 "
12-09,Stephen+F.+Austin,Baylor,"L, 83-52 "
12-12,Stephen+F.+Austin,Louisiana Monroe,"L, 66-55 "
1-02,Stephen+F.+Austin,New Orleans,"W, 78-67 "
1-08,Stephen+F.+Austin,Midwestern St.,"W, 87-71 "
1-13,Stephen+F.+Austin,Central Arkansas,"W, 95-69 "
1-16,Stephen+F.+Austin,Incarnate Word,"W, 83-65 "
1-20,Stephen+F.+Austin,Northwestern St.,"W, 86-74 "
1-23,Stephen+F.+Austin,Lamar,"W, 102-72 "
1-27,Stephen+F.+Austin,Abilene Christian,"L, 82-62 "
1-31,Stephen+F.+Austin,Sam Houston St.,"W, 78-68 "
2-03,Stephen+F.+Austin,Texas A&M Corpus Chris,"W, 84-75 "
2-10,Stephen+F.+Austin,Texas A&M Corpus Chris,"W, 80-68 "
2-15,Stephen+F.+Austin,New Orleans,"W, 89-79 "
2-24,Stephen+F.+Austin,Northwestern St.,"W, 83-57 "
2-27,Stephen+F.+Austin,Lamar,"L, 88-83 2OT"
3-01,Stephen+F.+Austin,Central Arkansas,"W, 79-66 "
3-03,Stephen+F.+Austin,Abilene Christian,"L, 63-61 "
3-06,Stephen+F.+Austin,Sam Houston St.,"W, 64-59 "
11-28,Denver,Regis CO,"W, 82-66 "
